date,daily_fees_usd,daily_revenue_usd,daily_volume_usd,tvl_usd,month
2024-06-15,29187.0,27290.0,,6484596002,2024-06
2024-06-16,48726.0,45654.0,,6619393599,2024-06
2024-06-17,58761.0,54885.0,,6684030925,2024-06
2024-06-18,55382.0,51445.0,,6628610363,2024-06
2024-06-19,71841.0,68747.0,,6511042323,2024-06
2024-06-20,29733.0,27297.0,,6525174152,2024-06
2024-06-21,25194.0,23382.0,,6449982295,2024-06
2024-06-22,30725.0,28018.0,,6473195464,2024-06
2024-06-23,30261.0,27789.0,,6445923023,2024-06
2024-06-24,66695.0,62589.0,,6326056900,2024-06
2024-06-25,143526.0,140786.0,19068360.0,6186212481,2024-06
2024-06-26,45513.0,42953.0,11542914.0,6293351784,2024-06
2024-06-27,195677.0,185388.0,14142674.0,6188667283,2024-06
2024-06-28,122235.0,118827.0,77734006.0,4084276809,2024-06
2024-06-29,46100.0,43835.0,25248043.0,3685465201,2024-06
2024-06-30,42797.0,40436.0,16716478.0,3654689772,2024-06
2024-07-01,46669.0,44236.0,20140647.0,3705249148,2024-07
2024-07-02,44809.0,42214.0,18871379.0,3710179759,2024-07
2024-07-03,36699.0,33867.0,18087573.0,3667990260,2024-07
2024-07-04,79779.0,73976.0,15140609.0,3536023728,2024-07
2024-07-05,52737.0,48700.0,34027603.0,3454659178,2024-07
2024-07-06,49998.0,47446.0,24644249.0,3326855455,2024-07
2024-07-07,26247.0,25068.0,18336116.0,3418019321,2024-07
2024-07-08,39596.0,37947.0,11297240.0,3343503487,2024-07
2024-07-09,27925.0,26682.0,9523694.0,3449611518,2024-07
2024-07-10,27407.0,26175.0,11704929.0,3455291755,2024-07
2024-07-11,24053.0,23075.0,9693391.0,3494926982,2024-07
2024-07-12,23645.0,22666.0,7564947.0,3518309089,2024-07
2024-07-13,20033.0,19051.0,7043583.0,3513601389,2024-07
2024-07-14,18060.0,17068.0,6885244.0,3539383765,2024-07
2024-07-15,33500.0,32009.0,7880406.0,3609814882,2024-07
2024-07-16,25473.0,24185.0,14354315.0,3712184954,2024-07
2024-07-17,31828.0,30725.0,19194508.0,3809143912,2024-07
2024-07-18,36848.0,34828.0,10298936.0,3853443854,2024-07
2024-07-19,23675.0,22262.0,20224287.0,3811714323,2024-07
2024-07-20,20915.0,19580.0,16071932.0,3947691789,2024-07
2024-07-21,26564.0,25069.0,18136345.0,3952587112,2024-07
2024-07-22,35141.0,32995.0,22698521.0,3961455305,2024-07
2024-07-23,25103.0,23356.0,22295696.0,3924518611,2024-07
2024-07-24,764712.0,762599.0,26348084.0,3956332362,2024-07
2024-07-25,53344.0,50897.0,28759612.0,3846137766,2024-07
2024-07-26,42928.0,41037.0,95647696.0,3188975872,2024-07
2024-07-27,24281.0,22526.0,87376882.0,3262842764,2024-07
2024-07-28,20105.0,18806.0,36692667.0,3258005067,2024-07
2024-07-29,22589.0,21404.0,27138196.0,3244018275,2024-07
2024-07-30,21783.0,20862.0,38921995.0,3278479907,2024-07
2024-07-31,22994.0,21513.0,41792874.0,3237365380,2024-07
2024-08-01,35127.0,34139.0,42732165.0,3181040164,2024-08
2024-08-02,19683.0,18381.0,26865601.0,3091132766,2024-08
2024-08-03,18141.0,17409.0,39640863.0,2997596578,2024-08
2024-08-04,18558.0,17550.0,21604440.0,2926528108,2024-08
2024-08-05,43179.0,40621.0,35321298.0,2795219633,2024-08
2024-08-06,12154.0,11190.0,100386287.0,2470723191,2024-08
2024-08-07,13736.0,12901.0,25242575.0,2520507788,2024-08
2024-08-08,16150.0,14796.0,23752140.0,2425102358,2024-08
2024-08-09,11218.0,10536.0,41114593.0,2591838889,2024-08
2024-08-10,17279.0,16676.0,25203933.0,2606449006,2024-08
2024-08-11,10623.0,10010.0,26561687.0,2616203629,2024-08
2024-08-12,8400.0,7747.0,22588049.0,2608278121,2024-08
2024-08-13,22125.0,21151.0,20861235.0,2699588242,2024-08
2024-08-14,16179.0,15403.0,58718686.0,2763073305,2024-08
2024-08-15,18949.0,18298.0,27683823.0,2742034279,2024-08
2024-08-16,11414.0,10630.0,23142649.0,2644191084,2024-08
2024-08-17,6866.0,6362.0,42547972.0,2685906166,2024-08
2024-08-18,8020.0,7506.0,30233121.0,2708282545,2024-08
2024-08-19,8283.0,7903.0,28260775.0,2733557802,2024-08
2024-08-20,9224.0,8679.0,35998431.0,2729262406,2024-08
2024-08-21,12458.0,11799.0,,2712742325,2024-08
2024-08-22,13039.0,12105.0,,2727194282,2024-08
2024-08-23,14217.0,13449.0,,2720010814,2024-08
2024-08-24,8562.0,8071.0,,2807224298,2024-08
2024-08-25,8130.0,7594.0,,2780473522,2024-08
2024-08-26,29509.0,28969.0,24824886.0,2798810567,2024-08
2024-08-27,11378.0,10845.0,28163258.0,2769714880,2024-08
2024-08-28,280967.0,280444.0,20778206.0,2621052664,2024-08
2024-08-29,12281.0,11744.0,37106153.0,2642209011,2024-08
2024-08-30,9509.0,8824.0,28400136.0,2544181927,2024-08
2024-08-31,11391.0,10853.0,24143562.0,2540040260,2024-08
2024-09-01,16143.0,15534.0,49534437.0,2552438846,2024-09
2024-09-02,23767.0,23143.0,27737772.0,2508748946,2024-09
2024-09-03,22232.0,19305.0,54064566.0,2549397053,2024-09
2024-09-04,29938.0,26764.0,92555621.0,2453437614,2024-09
2024-09-05,7705.0,6884.0,32378681.0,2492115108,2024-09
2024-09-06,11972.0,11168.0,28584032.0,2440143046,2024-09
2024-09-07,9104.0,8754.0,14789639.0,2326548194,2024-09
2024-09-08,6105.0,5833.0,16801477.0,2342705259,2024-09
2024-09-09,20615.0,20148.0,21245393.0,2371289947,2024-09
2024-09-10,4765.0,4472.0,18166634.0,2404977462,2024-09
2024-09-11,5929.0,5467.0,18200913.0,2433953467,2024-09
2024-09-12,4918.0,4414.0,16220298.0,2422444653,2024-09
2024-09-13,6412.0,5991.0,14849009.0,2434519786,2024-09
2024-09-14,5479.0,5072.0,21820660.0,2480547810,2024-09
2024-09-15,5477.0,5231.0,8950550.0,2461480498,2024-09
2024-09-16,3840.0,3570.0,13639803.0,2426599533,2024-09
2024-09-17,7310.0,7079.0,15048416.0,2396377468,2024-09
2024-09-18,5516.0,5158.0,14903497.0,2431417556,2024-09
2024-09-19,5777.0,5471.0,24217577.0,2422139235,2024-09
2024-09-20,9665.0,9217.0,20619218.0,2495014002,2024-09
2024-09-21,14765.0,14373.0,27391096.0,2555354836,2024-09
2024-09-22,12876.0,12386.0,17383342.0,2583056232,2024-09
2024-09-23,10435.0,9948.0,28255236.0,2571232596,2024-09
2024-09-24,9792.0,9185.0,,2621498793,2024-09
2024-09-25,156390.0,155900.0,45582595.0,2588524809,2024-09
2024-09-26,90350.0,86968.0,147025586.0,2544744164,2024-09
2024-09-27,40751.0,38776.0,77747052.0,2108063061,2024-09
2024-09-28,35099.0,33372.0,60645950.0,2008351136,2024-09
2024-09-29,19218.0,17832.0,34429579.0,1991138101,2024-09
2024-09-30,26943.0,25434.0,47349870.0,1969412695,2024-09
2024-10-01,21089.0,19973.0,72637085.0,1972952844,2024-10
2024-10-02,12326.0,10969.0,33900863.0,1923970078,2024-10
2024-10-03,22814.0,21126.0,74910907.0,1895889895,2024-10
2024-10-04,28475.0,25946.0,57867655.0,1948334401,2024-10
2024-10-05,17416.0,16366.0,38996416.0,2018685222,2024-10
2024-10-06,14107.0,13366.0,32418964.0,2039953469,2024-10
2024-10-07,13867.0,12798.0,26431334.0,2063693212,2024-10
2024-10-08,12994.0,11594.0,59978855.0,2037981967,2024-10
2024-10-09,12209.0,11251.0,41120621.0,2056255496,2024-10
2024-10-10,21972.0,20098.0,38810893.0,2027529976,2024-10
2024-10-11,22480.0,20691.0,55456561.0,2067303212,2024-10
2024-10-12,18372.0,16448.0,39165369.0,2138665019,2024-10
2024-10-13,14634.0,13443.0,34443805.0,2177455348,2024-10
2024-10-14,41164.0,37029.0,108000157.0,2190875651,2024-10
2024-10-15,24298.0,21415.0,55888859.0,2291621321,2024-10
2024-10-16,17348.0,15234.0,35578258.0,2312923929,2024-10
2024-10-17,27180.0,24291.0,94392200.0,2346251505,2024-10
2024-10-18,34063.0,31191.0,63430567.0,2388261396,2024-10
2024-10-19,20291.0,18472.0,49659027.0,2480475851,2024-10
2024-10-20,27568.0,25901.0,42781984.0,2485200917,2024-10
2024-10-21,18135.0,16663.0,42014134.0,2528649724,2024-10
2024-10-22,36650.0,34760.0,95215514.0,2508755951,2024-10
2024-10-23,24529.0,22432.0,62592539.0,2545570646,2024-10
2024-10-24,42315.0,39658.0,22461682.0,2516907478,2024-10
2024-10-25,29222.0,27418.0,49784655.0,2423888552,2024-10
2024-10-26,33676.0,31367.0,73722190.0,2402273491,2024-10
2024-10-27,16100.0,14582.0,37199379.0,2400650176,2024-10
2024-10-28,37131.0,34318.0,82194779.0,2411420946,2024-10
2024-10-29,20718.0,18243.0,49645012.0,2490082942,2024-10
2024-10-30,486750.0,484306.0,45344310.0,2543311901,2024-10
2024-10-31,50177.0,45368.0,67336878.0,2561848718,2024-10
2024-11-01,28632.0,25886.0,37584593.0,2475574635,2024-11
2024-11-02,20690.0,18173.0,40970992.0,2480865881,2024-11
2024-11-03,14272.0,13066.0,30152283.0,2476606631,2024-11
2024-11-04,18690.0,17695.0,28244934.0,2465485025,2024-11
2024-11-05,17774.0,16745.0,33027799.0,2477044146,2024-11
2024-11-06,22018.0,19745.0,42150419.0,2543004101,2024-11
2024-11-07,42719.0,38314.0,94383987.0,2714702045,2024-11
2024-11-08,46116.0,42400.0,98041705.0,2846394187,2024-11
2024-11-09,22113.0,20601.0,31034011.0,2905477855,2024-11
2024-11-10,34706.0,31015.0,75287217.0,2963662395,2024-11
2024-11-11,56036.0,48975.0,119124679.0,3042227325,2024-11
2024-11-12,69129.0,63797.0,130653306.0,3205360989,2024-11
2024-11-13,29925.0,27541.0,77400369.0,3226189575,2024-11
2024-11-14,63091.0,53473.0,148907583.0,3262977027,2024-11
2024-11-15,49694.0,46005.0,96075630.0,3276353073,2024-11
2024-11-16,34915.0,32763.0,50800160.0,3316590411,2024-11
2024-11-17,50044.0,45757.0,69280996.0,3325160359,2024-11
2024-11-18,60755.0,54936.0,83497376.0,3329226201,2024-11
2024-11-19,41496.0,37732.0,95076647.0,3396837570,2024-11
2024-11-20,52712.0,47256.0,112568272.0,3453704657,2024-11
2024-11-21,47160.0,41550.0,105999189.0,3512207391,2024-11
2024-11-22,28858.0,26440.0,70756371.0,3675120917,2024-11
2024-11-23,55865.0,51676.0,65338546.0,3692655735,2024-11
2024-11-24,48260.0,46075.0,59404017.0,3717085029,2024-11
2024-11-25,31916.0,29958.0,63434057.0,3701123014,2024-11
2024-11-26,444479.0,440013.0,102261297.0,3704662546,2024-11
2024-11-27,61440.0,54835.0,82879738.0,3729487071,2024-11
2024-11-28,128562.0,119802.0,,4015115833,2024-11
2024-11-29,58969.0,54407.0,136645368.0,4081839274,2024-11
2024-11-30,59649.0,55556.0,96305685.0,4141218645,2024-11
2024-12-01,69106.0,64557.0,94849288.0,4212416615,2024-12
2024-12-02,65116.0,60625.0,82573782.0,4243291275,2024-12
2024-12-03,51403.0,47457.0,102532451.0,4222932518,2024-12
2024-12-04,66122.0,61763.0,104096060.0,4254339717,2024-12
2024-12-05,94533.0,88149.0,145606816.0,4385058583,2024-12
2024-12-06,85746.0,79424.0,125144823.0,4390723885,2024-12
2024-12-07,72473.0,68654.0,112784367.0,4508066401,2024-12
2024-12-08,56546.0,53396.0,192940891.0,4510886952,2024-12
2024-12-09,51832.0,49533.0,107850124.0,4526672610,2024-12
2024-12-10,69946.0,65042.0,139678931.0,4464018423,2024-12
2024-12-11,90936.0,85440.0,224767842.0,4468845274,2024-12
2024-12-12,74631.0,68645.0,170277251.0,4728460381,2024-12
2024-12-13,68110.0,63382.0,123201572.0,4812328994,2024-12
2024-12-14,59646.0,55544.0,151164539.0,4853738684,2024-12
2024-12-15,78110.0,73506.0,162614913.0,4887090618,2024-12
2024-12-16,62513.0,58231.0,160236304.0,4965183316,2024-12
2024-12-17,66254.0,62164.0,161110933.0,4992344785,2024-12
2024-12-18,99319.0,92862.0,216709541.0,4999231141,2024-12
2024-12-19,107105.0,103383.0,219432165.0,4876577016,2024-12
2024-12-20,220720.0,207323.0,274408791.0,4818357302,2024-12
2024-12-21,154719.0,146976.0,187885736.0,4879315954,2024-12
2024-12-22,71830.0,67624.0,103685287.0,4834357345,2024-12
2024-12-23,100606.0,94898.0,122338305.0,4876733571,2024-12
2024-12-24,281609.0,271636.0,170921798.0,4975502705,2024-12
2024-12-25,127782.0,119122.0,275711220.0,5221642692,2024-12
2024-12-26,255730.0,241253.0,,5295523085,2024-12
2024-12-27,112579.0,102317.0,126602229.0,4381588895,2024-12
2024-12-28,89870.0,83621.0,83861329.0,4366524470,2024-12
2024-12-29,59684.0,55807.0,77333211.0,4431904170,2024-12
2024-12-30,77320.0,70092.0,105592710.0,4416444115,2024-12
2024-12-31,61664.0,55768.0,63982196.0,4423123759,2024-12
2025-01-01,51989.0,47321.0,54773237.0,4404667465,2025-01
2025-01-02,69063.0,61582.0,101700891.0,4303446862,2025-01
2025-01-03,95386.0,85745.0,120755754.0,4422606204,2025-01
2025-01-04,68586.0,62034.0,94071334.0,4553602507,2025-01
2025-01-05,115822.0,108070.0,189813063.0,4654271046,2025-01
2025-01-06,106083.0,97950.0,123761535.0,4787035469,2025-01
2025-01-07,108153.0,100245.0,108591382.0,4897901869,2025-01
2025-01-08,6078085.0,6071761.0,119747532.0,4812497462,2025-01
2025-01-09,109320.0,100105.0,191282886.0,4773027821,2025-01
2025-01-10,133137.0,119826.0,205799583.0,4867096566,2025-01
2025-01-11,86011.0,80182.0,122505512.0,4822499610,2025-01
2025-01-12,84225.0,76821.0,136645143.0,4829629750,2025-01
2025-01-13,93027.0,86234.0,152606511.0,4809385236,2025-01
2025-01-14,62838.0,57460.0,100958867.0,4800046350,2025-01
2025-01-15,75221.0,69134.0,130061029.0,4870789928,2025-01
2025-01-16,66432.0,61848.0,114027623.0,4939372183,2025-01
2025-01-17,114466.0,104738.0,177374437.0,4959385235,2025-01
2025-01-18,39176.0,34804.0,72188660.0,5147060773,2025-01
2025-01-19,54983.0,50286.0,82787995.0,5100204234,2025-01
2025-01-20,50471.0,45200.0,72597024.0,5060409861,2025-01
2025-01-21,56543.0,51764.0,78315347.0,5103345337,2025-01
2025-01-22,45747.0,41706.0,69969952.0,5175565706,2025-01
2025-01-23,100653.0,92544.0,88468537.0,5156183330,2025-01
2025-01-24,54235.0,49080.0,81165101.0,5234892347,2025-01
2025-01-25,58658.0,54367.0,61127780.0,5336557241,2025-01
2025-01-26,62342.0,57038.0,58773690.0,5352162774,2025-01
2025-01-27,75665.0,71358.0,101522188.0,5343760949,2025-01
2025-01-28,65745.0,60097.0,117039616.0,5310025651,2025-01
2025-01-29,475635.0,472448.0,64931518.0,5287553145,2025-01
2025-01-30,110741.0,102530.0,147710057.0,5348252613,2025-01
2025-01-31,48292.0,44215.0,63270479.0,5457738909,2025-01
2025-02-01,39662.0,36027.0,52118773.0,5491904256,2025-02
2025-02-02,61608.0,58003.0,68510636.0,5508307815,2025-02
2025-02-03,81140.0,75184.0,169728739.0,5296521210,2025-02
2025-02-04,243669.0,240367.0,53509898.0,5251103881,2025-02
2025-02-05,67298.0,61805.0,83563219.0,5187896968,2025-02
2025-02-06,78959.0,74323.0,98342768.0,5144485148,2025-02
2025-02-07,51284.0,47945.0,80519349.0,5110641776,2025-02
2025-02-08,30506.0,28401.0,53140100.0,5112842822,2025-02
2025-02-09,24555.0,22898.0,42044812.0,5089934147,2025-02
2025-02-10,28112.0,26556.0,32984506.0,5078996481,2025-02
2025-02-11,53539.0,50251.0,71654852.0,5132788762,2025-02
2025-02-12,23920.0,21873.0,56546550.0,5131413991,2025-02
2025-02-13,24094.0,21732.0,49127954.0,5205329686,2025-02
2025-02-14,27342.0,25130.0,48687154.0,5161925397,2025-02
2025-02-15,21305.0,19916.0,45703159.0,5188227051,2025-02
2025-02-16,26754.0,25318.0,50719087.0,5184529660,2025-02
2025-02-17,21773.0,20325.0,38059927.0,5166130272,2025-02
2025-02-18,35159.0,33712.0,90384188.0,5175575392,2025-02
2025-02-19,45560.0,43934.0,51360459.0,5208086909,2025-02
2025-02-20,37800.0,34824.0,80349384.0,5232869737,2025-02
2025-02-21,64365.0,58940.0,143591016.0,5292996849,2025-02
2025-02-22,32502.0,29525.0,64908314.0,5199764446,2025-02
2025-02-23,34309.0,31280.0,56229947.0,5287599881,2025-02
2025-02-24,55878.0,51236.0,114801032.0,5321069042,2025-02
2025-02-25,52044.0,47449.0,105788879.0,5193038405,2025-02
2025-02-26,30290.0,27467.0,68597964.0,5116601638,2025-02
2025-02-27,1172317.0,1167200.0,145837556.0,4991172167,2025-02
2025-02-28,174397.0,171584.0,75606608.0,4692563459,2025-02
2025-03-01,19538.0,17906.0,42626840.0,4653728701,2025-03
2025-03-02,17101.0,15480.0,44362633.0,4479662614,2025-03
2025-03-03,29406.0,27488.0,64418277.0,4613895998,2025-03
2025-03-04,37779.0,34949.0,84766188.0,4460217348,2025-03
2025-03-05,34881.0,32618.0,49234992.0,4478172326,2025-03
2025-03-06,33031.0,30958.0,58441397.0,4534033179,2025-03
2025-03-07,44565.0,42233.0,115259201.0,4536557111,2025-03
2025-03-08,34706.0,33231.0,107660949.0,4529233742,2025-03
2025-03-09,21189.0,19341.0,62812064.0,4607080691,2025-03
2025-03-10,25529.0,23543.0,81189441.0,4516031362,2025-03
2025-03-11,38135.0,35464.0,84832615.0,4498408350,2025-03
2025-03-12,19140.0,17005.0,56543418.0,4578663790,2025-03
2025-03-13,21609.0,19565.0,64713355.0,4573823765,2025-03
2025-03-14,18033.0,15460.0,54149257.0,4551256796,2025-03
2025-03-15,19424.0,17697.0,44215423.0,4641973328,2025-03
2025-03-16,17321.0,15222.0,46056271.0,4660357071,2025-03
2025-03-17,19799.0,18285.0,55371337.0,4649244514,2025-03
2025-03-18,36778.0,34773.0,59964735.0,4681145914,2025-03
2025-03-19,18243.0,16371.0,47131492.0,4684541710,2025-03
2025-03-20,23318.0,20715.0,64252635.0,4763801100,2025-03
2025-03-21,21052.0,19245.0,55798427.0,4721150363,2025-03
2025-03-22,12439.0,11090.0,44699246.0,4659340289,2025-03
2025-03-23,30350.0,28208.0,221381140.0,4694880972,2025-03
2025-03-24,44927.0,41992.0,115372470.0,4721744430,2025-03
2025-03-25,324870.0,322723.0,137230189.0,4769032330,2025-03
2025-03-26,178263.0,175637.0,425293852.0,4568604906,2025-03
2025-03-27,158883.0,153621.0,179520955.0,4352588284,2025-03
2025-03-28,41875.0,38355.0,95639694.0,3331449001,2025-03
2025-03-29,33055.0,31432.0,73474326.0,3053861506,2025-03
2025-03-30,25349.0,23730.0,61110811.0,3035013850,2025-03
2025-03-31,21129.0,19777.0,59093628.0,3041609048,2025-03
2025-04-01,29233.0,27710.0,42032481.0,3104361458,2025-04
2025-04-02,19785.0,18406.0,39052613.0,3152445098,2025-04
2025-04-03,28740.0,26780.0,91656403.0,3118271217,2025-04
2025-04-04,16966.0,15460.0,46193257.0,3161596108,2025-04
2025-04-05,10753.0,9985.0,31877696.0,3195662462,2025-04
2025-04-06,21720.0,20760.0,35499276.0,3189918268,2025-04
2025-04-07,22092.0,20500.0,141834542.0,3098539605,2025-04
2025-04-08,17226.0,16045.0,53259854.0,3079478762,2025-04
2025-04-09,22089.0,21079.0,104051827.0,3066837457,2025-04
2025-04-10,20287.0,18852.0,229654318.0,3129221464,2025-04
2025-04-11,12524.0,11151.0,132896734.0,2902474116,2025-04
2025-04-12,11224.0,10183.0,122519744.0,2895962961,2025-04
2025-04-13,10073.0,9315.0,133856821.0,2918592818,2025-04
2025-04-14,8986.0,8296.0,45630079.0,2910053308,2025-04
2025-04-15,8625.0,7794.0,66729608.0,2886055489,2025-04
2025-04-16,12063.0,11105.0,55361827.0,2867828448,2025-04
2025-04-17,12912.0,11837.0,40651719.0,2872030570,2025-04
2025-04-18,10384.0,9282.0,30337138.0,2857595516,2025-04
2025-04-19,7869.0,6953.0,66026396.0,2869967284,2025-04
2025-04-20,7066.0,6281.0,35877470.0,2867036277,2025-04
2025-04-21,12536.0,11769.0,46655913.0,2886255265,2025-04
2025-04-22,18100.0,16998.0,49267555.0,2892970121,2025-04
2025-04-23,552630.0,551286.0,97241879.0,2963840982,2025-04
2025-04-24,19141.0,17212.0,44357809.0,2974155996,2025-04
2025-04-25,19255.0,17847.0,33607808.0,2907297191,2025-04
2025-04-26,216398.0,215635.0,54838302.0,2911557678,2025-04
2025-04-27,7394.0,6816.0,33989246.0,2921831494,2025-04
2025-04-28,14959.0,14206.0,80985455.0,2911901023,2025-04
2025-04-29,43544.0,43062.0,51901126.0,2908731438,2025-04
2025-04-30,307214.0,305853.0,99935166.0,2932157703,2025-04
2025-05-01,18860.0,17723.0,97389909.0,4252798404,2025-05
2025-05-02,16955.0,15639.0,87545193.0,4345615797,2025-05
2025-05-03,7191.0,6522.0,325289891.0,4422220477,2025-05
2025-05-04,16490.0,15757.0,78506105.0,4403367784,2025-05
2025-05-05,16592.0,15116.0,124715478.0,4411348554,2025-05
2025-05-06,9926.0,9151.0,86607101.0,4447747670,2025-05
2025-05-07,13391.0,12579.0,377779013.0,4462454910,2025-05
2025-05-08,109246.0,107517.0,104560581.0,4506207981,2025-05
2025-05-09,39163.0,37511.0,135172019.0,3879802126,2025-05
2025-05-10,20743.0,19638.0,81360348.0,3809908096,2025-05
2025-05-11,25542.0,24656.0,58609616.0,3881797639,2025-05
2025-05-12,15338.0,14238.0,71398983.0,3905461365,2025-05
2025-05-13,,,90157318.0,4002547169,2025-05
2025-05-14,20988.0,19695.0,99443892.0,3984049486,2025-05
2025-05-15,18377.0,16819.0,70378403.0,3977473061,2025-05
2025-05-16,19780.0,18261.0,81615187.0,4035615616,2025-05
2025-05-17,18524.0,17682.0,80581363.0,4161820106,2025-05
2025-05-18,14790.0,13863.0,59915672.0,4182724443,2025-05
2025-05-19,26545.0,25188.0,65469090.0,4191645159,2025-05
2025-05-20,26923.0,25895.0,61046847.0,4232200152,2025-05
2025-05-21,34556.0,33051.0,159769938.0,4391658948,2025-05
2025-05-22,33809.0,32029.0,116347368.0,4415997290,2025-05
2025-05-23,26470.0,25197.0,84881885.0,4467475713,2025-05
2025-05-24,8978.0,8261.0,33106022.0,4478742046,2025-05
2025-05-25,16520.0,15598.0,42030935.0,4539402943,2025-05
2025-05-26,33863.0,32730.0,75183697.0,4539761428,2025-05
2025-05-27,2521552.0,2519138.0,155509928.0,4559499302,2025-05
2025-05-28,188866.0,186680.0,162519313.0,4650939120,2025-05
2025-05-29,115727.0,112310.0,241298430.0,4774381159,2025-05
2025-05-30,58279.0,56395.0,149625146.0,4154750268,2025-05
2025-05-31,59428.0,57382.0,185682558.0,4053452168,2025-05
2025-06-01,24589.0,23144.0,54008568.0,4416478819,2025-06
2025-06-02,30649.0,29032.0,63053603.0,4360486221,2025-06
2025-06-03,62109.0,60428.0,175628620.0,4442225485,2025-06
2025-06-04,29580.0,28231.0,77998963.0,4531645635,2025-06
2025-06-05,39134.0,37783.0,86153248.0,4617189379,2025-06
2025-06-06,116040.0,114575.0,96312655.0,4705193466,2025-06
2025-06-07,21364.0,20167.0,45498653.0,4787665982,2025-06
2025-06-08,29766.0,28882.0,35789271.0,4840170489,2025-06
2025-06-09,42209.0,41064.0,69580847.0,4880905117,2025-06
2025-06-10,38583.0,36604.0,89997659.0,5003325339,2025-06
2025-06-11,32337.0,31095.0,78651266.0,5057908725,2025-06
2025-06-12,21362.0,19933.0,72854103.0,5015302152,2025-06
2025-06-13,24587.0,23512.0,68535652.0,4997413173,2025-06
2025-06-14,14795.0,14156.0,36269741.0,4973514303,2025-06
2025-06-15,20859.0,20267.0,39116538.0,5033530368,2025-06
2025-06-16,33734.0,32541.0,79709187.0,5018641445,2025-06
2025-06-17,272192.0,271133.0,82688007.0,5094757384,2025-06
2025-06-18,28845.0,27805.0,54866309.0,5128274560,2025-06
2025-06-19,23795.0,22455.0,49144696.0,5164255042,2025-06
2025-06-20,857361.0,856007.0,68781276.0,4978005437,2025-06
2025-06-21,19636.0,19073.0,35794839.0,4970273041,2025-06
2025-06-22,18229.0,17565.0,40206770.0,4971133697,2025-06
2025-06-23,16108.0,15253.0,36610073.0,4899324733,2025-06
2025-06-24,214331.0,213398.0,58606441.0,5028297156,2025-06
2025-06-25,21527.0,20677.0,44233084.0,5038274686,2025-06
2025-06-26,320924.0,319675.0,60841104.0,5045551329,2025-06
2025-06-27,14939.0,14147.0,29093014.0,4962261544,2025-06
2025-06-28,14981.0,14520.0,15090967.0,4929860450,2025-06
2025-06-29,14767.0,14333.0,26449221.0,4926091742,2025-06
2025-06-30,21875.0,21462.0,30698993.0,4911522523,2025-06
2025-07-01,13065.0,12313.0,39418182.0,4889997285,2025-07
2025-07-02,22266.0,21588.0,51760823.0,4874857519,2025-07
2025-07-03,14447.0,13736.0,32367346.0,4918712492,2025-07
2025-07-04,10486.0,9913.0,24816810.0,4990961807,2025-07
2025-07-05,12625.0,12004.0,15269149.0,4980951939,2025-07
2025-07-06,9313.0,8920.0,17089658.0,5034557702,2025-07
2025-07-07,32234.0,31444.0,33732211.0,5066407776,2025-07
2025-07-08,44797.0,43640.0,53948508.0,5090810171,2025-07
2025-07-09,26782.0,25698.0,97621174.0,5091278394,2025-07
2025-07-10,31445.0,30209.0,98811165.0,5103120737,2025-07
2025-07-11,61094.0,59548.0,111407025.0,5155663836,2025-07
2025-07-12,35310.0,34343.0,67837020.0,5235626662,2025-07
2025-07-13,23091.0,22183.0,61672822.0,5144589570,2025-07
2025-07-14,40719.0,39722.0,83638528.0,5200269414,2025-07
2025-07-15,24310.0,23408.0,48876286.0,5249521624,2025-07
2025-07-16,27181.0,26210.0,111295994.0,5314582734,2025-07
2025-07-17,52606.0,50077.0,183438401.0,5393675424,2025-07
2025-07-18,48509.0,46696.0,156774517.0,5401940509,2025-07
2025-07-19,46821.0,45961.0,104342605.0,5495800373,2025-07
2025-07-20,50613.0,48893.0,110588620.0,5508075343,2025-07
2025-07-21,43325.0,40625.0,168865761.0,5640366792,2025-07
2025-07-22,118120.0,114665.0,271179821.0,5700660046,2025-07
2025-07-23,81204.0,78680.0,240175431.0,5900710284,2025-07
2025-07-24,57822.0,55397.0,235299920.0,6017642425,2025-07
2025-07-25,262194.0,258973.0,204827482.0,6239610157,2025-07
2025-07-26,48107.0,45606.0,180130171.0,6423512433,2025-07
2025-07-27,124604.0,120769.0,336425061.0,6491642860,2025-07
2025-07-28,62605.0,60108.0,183007446.0,6758057384,2025-07
2025-07-29,65933.0,63047.0,219074655.0,6756686845,2025-07
2025-07-30,619682.0,614947.0,234574554.0,6754245983,2025-07
2025-07-31,203750.0,193961.0,507986094.0,6827448720,2025-07
2025-08-01,127241.0,122264.0,232453028.0,6637697097,2025-08
2025-08-02,59813.0,57255.0,124316681.0,6711554246,2025-08
2025-08-03,49731.0,46826.0,175984709.0,6871493301,2025-08
2025-08-04,83778.0,80867.0,144678047.0,7034674514,2025-08
2025-08-05,62082.0,57965.0,115623722.0,7033734032,2025-08
2025-08-06,90858.0,86760.0,202733524.0,7072075527,2025-08
2025-08-07,112842.0,105711.0,144697544.0,7456161039,2025-08
2025-08-08,98821.0,90415.0,150367804.0,7758058570,2025-08
2025-08-09,115497.0,108830.0,320409576.0,7860944486,2025-08
2025-08-10,71325.0,65294.0,191758643.0,8370800044,2025-08
2025-08-11,132338.0,121859.0,361252035.0,8509165143,2025-08
2025-08-12,135460.0,124767.0,435715731.0,8406041604,2025-08
2025-08-13,142769.0,132053.0,257580414.0,8914151328,2025-08
