date,protocol,totalLiquidityUSD
NaT,curve-finance,4448607508.0
NaT,curve-finance,4625365727.0
NaT,curve-finance,4597187856.0
NaT,curve-finance,4798874870.0
NaT,curve-finance,5012474759.0
NaT,curve-finance,5118615618.0
NaT,curve-finance,5531130553.0
NaT,curve-finance,5449389078.0
NaT,curve-finance,5364844679.0
NaT,curve-finance,5202726953.0
NaT,curve-finance,5183842895.0
NaT,curve-finance,5297757360.0
NaT,curve-finance,5264886642.0
NaT,curve-finance,5263754547.0
NaT,curve-finance,5181423408.0
NaT,curve-finance,5098590010.0
NaT,curve-finance,5181249897.0
NaT,curve-finance,5519213083.0
NaT,curve-finance,5657698498.0
NaT,curve-finance,5692884456.0
NaT,curve-finance,5812206833.0
NaT,curve-finance,5833541625.0
NaT,curve-finance,6013843909.0
NaT,curve-finance,6251790837.0
NaT,curve-finance,6640546494.0
NaT,curve-finance,6524133510.0
NaT,curve-finance,6898675618.0
NaT,curve-finance,6908734284.0
NaT,curve-finance,7352422281.0
NaT,curve-finance,7878976639.0
NaT,curve-finance,8013407612.0
NaT,curve-finance,7956424192.0
NaT,curve-finance,8158830143.0
NaT,curve-finance,7797144175.0
NaT,curve-finance,7590802154.0
NaT,curve-finance,8314725681.0
NaT,curve-finance,7903869523.0
NaT,curve-finance,7706229903.0
NaT,curve-finance,7433461314.0
NaT,curve-finance,7717551324.0
NaT,curve-finance,7731759153.0
NaT,curve-finance,7104447323.0
NaT,curve-finance,7403183999.0
NaT,curve-finance,6456660784.0
NaT,curve-finance,7126434192.0
NaT,curve-finance,7361892054.0
NaT,curve-finance,7868701215.0
NaT,curve-finance,7851490034.0
NaT,curve-finance,7770168865.0
NaT,curve-finance,7374015147.0
NaT,curve-finance,7601473533.0
NaT,curve-finance,8139501736.0
NaT,curve-finance,8108661643.0
NaT,curve-finance,8724257891.0
NaT,curve-finance,9531753727.0
NaT,curve-finance,9333005231.0
NaT,curve-finance,9549656403.0
NaT,curve-finance,9798873221.0
NaT,curve-finance,9845887195.0
NaT,curve-finance,9649253328.0
NaT,curve-finance,9946189825.0
NaT,curve-finance,9916881194.0
NaT,curve-finance,9872716317.0
NaT,curve-finance,9968637548.0
NaT,curve-finance,10280523423.0
NaT,curve-finance,10644481937.0
NaT,curve-finance,10645549708.0
NaT,curve-finance,10477371822.0
NaT,curve-finance,10461165651.0
NaT,curve-finance,10149404590.0
NaT,curve-finance,10066823987.0
NaT,curve-finance,10205015810.0
NaT,curve-finance,9287431240.0
NaT,curve-finance,8569582874.0
NaT,curve-finance,8908549898.0
NaT,curve-finance,9072815093.0
NaT,curve-finance,8784910186.0
NaT,curve-finance,8794382352.0
NaT,curve-finance,8956342413.0
NaT,curve-finance,9141876653.0
NaT,curve-finance,9204659612.0
NaT,curve-finance,9349440988.0
NaT,curve-finance,9383580034.0
NaT,curve-finance,9565235631.0
NaT,curve-finance,9787656014.0
NaT,curve-finance,10023803509.0
NaT,curve-finance,9912948672.0
NaT,curve-finance,10046790456.0
NaT,curve-finance,9974369702.0
NaT,curve-finance,9711746299.0
NaT,curve-finance,9803658792.0
NaT,curve-finance,9697285570.0
NaT,curve-finance,9762357851.0
NaT,curve-finance,9370796959.0
NaT,curve-finance,9122608656.0
NaT,curve-finance,9110155191.0
NaT,curve-finance,8794048832.0
NaT,curve-finance,8716785201.0
NaT,curve-finance,8620425310.0
NaT,curve-finance,8617252466.0
NaT,curve-finance,8447880170.0
NaT,curve-finance,8328344589.0
NaT,curve-finance,8673846898.0
NaT,curve-finance,8753967330.0
NaT,curve-finance,8858501273.0
NaT,curve-finance,9101867024.0
NaT,curve-finance,9150164935.0
NaT,curve-finance,9442785894.0
NaT,curve-finance,9507415322.0
NaT,curve-finance,9504131362.0
NaT,curve-finance,9628963657.0
NaT,curve-finance,9733721624.0
NaT,curve-finance,9801794171.0
NaT,curve-finance,9749446609.0
NaT,curve-finance,9949110040.0
NaT,curve-finance,9723553901.0
NaT,curve-finance,9998075536.0
NaT,curve-finance,9964679268.0
NaT,curve-finance,10150507013.0
NaT,curve-finance,10683084351.0
NaT,curve-finance,10525133196.0
NaT,curve-finance,10860926140.0
NaT,curve-finance,10951051085.0
NaT,curve-finance,10911917632.0
NaT,curve-finance,10892902668.0
NaT,curve-finance,11530336104.0
NaT,curve-finance,11460263617.0
NaT,curve-finance,11543259032.0
NaT,curve-finance,11325656717.0
NaT,curve-finance,11020600095.0
NaT,curve-finance,11565602390.0
NaT,curve-finance,11819101066.0
NaT,curve-finance,12112810627.0
NaT,curve-finance,12155794167.0
NaT,curve-finance,12124200439.0
NaT,curve-finance,12400070090.0
NaT,curve-finance,12158650474.0
NaT,curve-finance,12254264037.0
NaT,curve-finance,12064373005.0
NaT,curve-finance,12395750259.0
NaT,curve-finance,12564770942.0
NaT,curve-finance,12522901751.0
NaT,curve-finance,12405019691.0
NaT,curve-finance,12750026521.0
NaT,curve-finance,13489322937.0
NaT,curve-finance,13647966148.0
NaT,curve-finance,13801844967.0
NaT,curve-finance,13833761759.0
NaT,curve-finance,14054273965.0
NaT,curve-finance,14086439562.0
NaT,curve-finance,13031828099.0
NaT,curve-finance,13234753345.0
NaT,curve-finance,12716527540.0
NaT,curve-finance,12464497874.0
NaT,curve-finance,12725614333.0
NaT,curve-finance,13077147453.0
NaT,curve-finance,12900114533.0
NaT,curve-finance,13294592152.0
NaT,curve-finance,14027446017.0
NaT,curve-finance,14236557608.0
NaT,curve-finance,14213015723.0
NaT,curve-finance,14179680975.0
NaT,curve-finance,14077797370.0
NaT,curve-finance,13258192064.0
NaT,curve-finance,12678622749.0
NaT,curve-finance,13388346271.0
NaT,curve-finance,13823503815.0
NaT,curve-finance,13352967202.0
NaT,curve-finance,13456846817.0
NaT,curve-finance,13761983402.0
NaT,curve-finance,13579430779.0
NaT,curve-finance,13366448150.0
NaT,curve-finance,13446319093.0
NaT,curve-finance,13680499254.0
NaT,curve-finance,14346088122.0
NaT,curve-finance,14489019639.0
NaT,curve-finance,14657832062.0
NaT,curve-finance,14797090146.0
NaT,curve-finance,15409551026.0
NaT,curve-finance,15449160412.0
NaT,curve-finance,15654371585.0
NaT,curve-finance,15770564279.0
NaT,curve-finance,15909366272.0
NaT,curve-finance,15971548164.0
NaT,curve-finance,15763588195.0
NaT,curve-finance,15921362174.0
NaT,curve-finance,16047284494.0
NaT,curve-finance,16375543078.0
NaT,curve-finance,16895087543.0
NaT,curve-finance,17291199026.0
NaT,curve-finance,17135237705.0
NaT,curve-finance,17354611083.0
NaT,curve-finance,17100679406.0
NaT,curve-finance,17414558946.0
NaT,curve-finance,18098786649.0
NaT,curve-finance,17768956238.0
NaT,curve-finance,17562949065.0
NaT,curve-finance,17926354261.0
NaT,curve-finance,17830053509.0
NaT,curve-finance,18186385212.0
NaT,curve-finance,18539644260.0
NaT,curve-finance,18264143173.0
NaT,curve-finance,18920652591.0
NaT,curve-finance,18981669015.0
NaT,curve-finance,19283974827.0
NaT,curve-finance,19275353528.0
NaT,curve-finance,19515849127.0
NaT,curve-finance,20042083749.0
NaT,curve-finance,20127849711.0
NaT,curve-finance,19796997827.0
NaT,curve-finance,19811418159.0
NaT,curve-finance,20064776748.0
NaT,curve-finance,20781037490.0
NaT,curve-finance,21022188317.0
NaT,curve-finance,20915492059.0
NaT,curve-finance,20528661949.0
NaT,curve-finance,20865082142.0
NaT,curve-finance,20842743096.0
NaT,curve-finance,21122222630.0
NaT,curve-finance,21292507560.0
NaT,curve-finance,20905443933.0
NaT,curve-finance,20353466166.0
NaT,curve-finance,20652471921.0
NaT,curve-finance,20263226942.0
NaT,curve-finance,20726721224.0
NaT,curve-finance,21024594033.0
NaT,curve-finance,20627678305.0
NaT,curve-finance,20229370480.0
NaT,curve-finance,20710630214.0
NaT,curve-finance,20673837026.0
NaT,curve-finance,21131470755.0
NaT,curve-finance,20248566680.0
NaT,curve-finance,20169854795.0
NaT,curve-finance,20529840898.0
NaT,curve-finance,21071065035.0
NaT,curve-finance,21512403820.0
NaT,curve-finance,21479096121.0
NaT,curve-finance,21475675815.0
NaT,curve-finance,20879271204.0
NaT,curve-finance,20071785860.0
NaT,curve-finance,20179596873.0
NaT,curve-finance,20806093724.0
NaT,curve-finance,20896648940.0
NaT,curve-finance,21257617442.0
NaT,curve-finance,20847635356.0
NaT,curve-finance,20860338916.0
NaT,curve-finance,21386648825.0
NaT,curve-finance,21622747965.0
NaT,curve-finance,20984550142.0
NaT,curve-finance,21063817967.0
NaT,curve-finance,21531785885.0
NaT,curve-finance,21468133023.0
NaT,curve-finance,21351351010.0
NaT,curve-finance,21838388406.0
NaT,curve-finance,21774352205.0
NaT,curve-finance,21786445859.0
NaT,curve-finance,22108987194.0
NaT,curve-finance,22114844059.0
NaT,curve-finance,22720530115.0
NaT,curve-finance,22667722502.0
NaT,curve-finance,23212298594.0
NaT,curve-finance,23320065319.0
NaT,curve-finance,23295430273.0
NaT,curve-finance,22968484731.0
NaT,curve-finance,23037219668.0
NaT,curve-finance,23073479403.0
NaT,curve-finance,23247198884.0
NaT,curve-finance,23814974559.0
NaT,curve-finance,23999100642.0
NaT,curve-finance,24149202343.0
NaT,curve-finance,24297993413.0
NaT,curve-finance,23845224982.0
NaT,curve-finance,23505016463.0
NaT,curve-finance,23038591881.0
NaT,curve-finance,22703349789.0
NaT,curve-finance,22815463092.0
NaT,curve-finance,22968394479.0
NaT,curve-finance,23261546601.0
NaT,curve-finance,23454373458.0
NaT,curve-finance,23436781725.0
NaT,curve-finance,23382965166.0
NaT,curve-finance,23419705152.0
NaT,curve-finance,23355529546.0
NaT,curve-finance,23179400536.0
NaT,curve-finance,23063785655.0
NaT,curve-finance,22832696493.0
NaT,curve-finance,22362572590.0
NaT,curve-finance,20747769363.0
NaT,curve-finance,19520067932.0
NaT,curve-finance,19462954457.0
NaT,curve-finance,18943837427.0
NaT,curve-finance,19379065443.0
NaT,curve-finance,19452807168.0
NaT,curve-finance,17302133239.0
NaT,curve-finance,16825457344.0
NaT,curve-finance,17121127106.0
NaT,curve-finance,17197457677.0
NaT,curve-finance,17569797132.0
NaT,curve-finance,18050126915.0
NaT,curve-finance,17859736673.0
NaT,curve-finance,18140571842.0
NaT,curve-finance,18965338164.0
NaT,curve-finance,19156898528.0
NaT,curve-finance,19329333498.0
NaT,curve-finance,19436904677.0
NaT,curve-finance,19587762903.0
NaT,curve-finance,19937965979.0
NaT,curve-finance,19835171947.0
NaT,curve-finance,19673822645.0
NaT,curve-finance,19624390597.0
NaT,curve-finance,19548314292.0
NaT,curve-finance,19433599424.0
NaT,curve-finance,19876632310.0
NaT,curve-finance,19863330901.0
NaT,curve-finance,19487744399.0
NaT,curve-finance,19276369090.0
NaT,curve-finance,19244545329.0
NaT,curve-finance,18904302438.0
NaT,curve-finance,18693641019.0
NaT,curve-finance,18761543652.0
NaT,curve-finance,18430521631.0
NaT,curve-finance,17872220666.0
NaT,curve-finance,17875208355.0
NaT,curve-finance,17890599853.0
NaT,curve-finance,17548896388.0
NaT,curve-finance,18235461953.0
NaT,curve-finance,18345328554.0
NaT,curve-finance,18670926538.0
NaT,curve-finance,18072166989.0
NaT,curve-finance,17805997717.0
NaT,curve-finance,17949425018.0
NaT,curve-finance,17739216686.0
NaT,curve-finance,17630804050.0
NaT,curve-finance,17706443087.0
NaT,curve-finance,18032110942.0
NaT,curve-finance,17798597843.0
NaT,curve-finance,17735761450.0
NaT,curve-finance,17728674008.0
NaT,curve-finance,17566857851.0
NaT,curve-finance,17783150975.0
NaT,curve-finance,17785458448.0
NaT,curve-finance,18089597632.0
NaT,curve-finance,18378914383.0
NaT,curve-finance,18561934919.0
NaT,curve-finance,18488480981.0
NaT,curve-finance,18297300903.0
NaT,curve-finance,19971794578.0
NaT,curve-finance,20369705065.0
NaT,curve-finance,20451454427.0
NaT,curve-finance,20200372402.0
NaT,curve-finance,19932947733.0
NaT,curve-finance,20097872052.0
NaT,curve-finance,20401155982.0
NaT,curve-finance,20408734591.0
NaT,curve-finance,20750536564.0
NaT,curve-finance,21009165365.0
NaT,curve-finance,20763107934.0
NaT,curve-finance,21338121163.0
NaT,curve-finance,21172116486.0
NaT,curve-finance,21268264149.0
NaT,curve-finance,21181660676.0
NaT,curve-finance,20715596044.0
NaT,curve-finance,20394349973.0
NaT,curve-finance,20459049249.0
NaT,curve-finance,20463597597.0
NaT,curve-finance,20614268662.0
NaT,curve-finance,20642334679.0
NaT,curve-finance,20077853999.0
NaT,curve-finance,20233373391.0
NaT,curve-finance,20490956251.0
NaT,curve-finance,20196397148.0
NaT,curve-finance,20269606180.0
NaT,curve-finance,20468692640.0
NaT,curve-finance,20365759184.0
NaT,curve-finance,20729997900.0
NaT,curve-finance,20816392339.0
NaT,curve-finance,20660999495.0
NaT,curve-finance,20242197450.0
NaT,curve-finance,19908741241.0
NaT,curve-finance,19823065505.0
NaT,curve-finance,19791261327.0
NaT,curve-finance,20101023410.0
NaT,curve-finance,19424160616.0
NaT,curve-finance,19732119267.0
NaT,curve-finance,19806453620.0
NaT,curve-finance,19528676972.0
NaT,curve-finance,18986757979.0
NaT,curve-finance,18922741569.0
NaT,curve-finance,18841347470.0
NaT,curve-finance,18824652795.0
NaT,curve-finance,19319723125.0
NaT,curve-finance,18643957792.0
NaT,curve-finance,18509515624.0
NaT,curve-finance,17489898651.0
NaT,curve-finance,17169439652.0
NaT,curve-finance,15754691831.0
NaT,curve-finance,15452905855.0
NaT,curve-finance,12286840809.0
NaT,curve-finance,9066744284.0
NaT,curve-finance,8774338485.0
NaT,curve-finance,8586518887.0
NaT,curve-finance,8928101310.0
NaT,curve-finance,8729057795.0
NaT,curve-finance,8866190047.0
NaT,curve-finance,8405638430.0
